Black Body Radiation Experiment Wed, Mar 6, 2024 1:54 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	0.00019
0.01015	0.00013
0.01015	0.00004
0.01015	-0.00006
0.01015	-0.00015
0.01015	-0.00020
0.01015	-0.00022
0.01015	-0.00039
0.01015	0.00028
0.01015	0.00038
0.01015	0.00038
0.01015	0.00092
0.01015	0.00117
0.01015	0.00195
0.01015	0.00149
0.01015	0.00159
0.01015	0.00067
0.01015	0.00031
0.01015	-0.00002
0.01015	-0.00040
0.01015	-0.00119
0.01015	-0.00223
0.01015	-0.00259
0.01015	-0.00257
0.01015	-0.00190
0.01015	-0.00112
0.01015	-0.00185
0.01015	-0.00169
0.01015	-0.00164
0.01015	-0.00102
0.01015	-0.00015
0.01015	0.00045
0.01015	0.00073
0.01015	0.00108
0.01015	0.00124
0.02030	0.00133
0.02030	0.00133
0.02030	0.00156
0.02030	0.00094
0.02030	0.00111
0.02030	0.00093
0.02030	0.00123
0.02030	0.00173
0.02030	0.00133
0.02030	0.00140
0.02030	0.00073
0.02030	0.00073
0.03046	0.00041
0.03046	0.00016
0.03046	0.00062
0.03046	0.00049
0.04061	0.00024
0.04061	-0.00062
0.04061	-0.00049
0.04061	-0.00097
0.04061	-0.00134
0.04061	-0.00123
0.04061	-0.00182
0.04061	-0.00181
0.04061	-0.00203
0.04061	-0.00165
0.06091	-0.00083
0.07107	-0.00072
0.07107	-0.00069
0.07107	-0.00080
0.14213	0.00020
0.21320	0.00063
0.26396	0.00081
0.30457	0.00030
0.38579	-0.00018
0.42640	-0.00087
0.42640	-0.00090
0.43655	-0.00094
0.43655	-0.00105
0.44670	-0.00126
0.44670	-0.00173
0.46701	-0.00133
0.47716	-0.00057
0.51777	-0.00049
0.54822	-0.00009
0.62944	-0.00050
0.67005	-0.00060
0.69036	-0.00085
0.70051	-0.00073
0.70051	-0.00081
0.71066	-0.00068
0.74112	-0.00001
0.78173	-0.00026
0.81218	0.00082
0.87310	0.00051
0.90355	-0.00005
0.92386	0.00014
1.00508	-0.00024
1.04569	-0.00088
1.08629	-0.00166
1.15736	-0.00212
1.19797	-0.00133
1.22843	-0.00066
1.36041	-0.00013
1.44162	0.00052
1.48223	0.00095
1.59391	0.00083
1.64467	0.00113
1.66497	0.00207
1.69543	0.00261
1.69543	0.00234
1.69543	0.00218
1.69543	0.00224
1.70558	0.00246
1.70558	0.00227
1.70558	0.00198
1.70558	0.00147
1.73604	0.00074
1.78680	0.00059
1.84772	0.00107
1.88832	0.00037
2.00000	0.00014
2.06091	0.00025
2.08122	0.00015
2.12183	0.00023
2.12183	0.00068
2.12183	0.00118
2.12183	0.00134
2.12183	0.00056
2.12183	0.00061
2.12183	0.00040
2.13198	0.00095
2.14213	0.00044
2.17259	0.00038
2.19289	-0.00009
2.24365	0.00005
2.31472	-0.00017
2.33503	0.00029
2.41624	0.00010
2.47716	-0.00003
2.49746	-0.00082
2.55838	-0.00058
2.56853	-0.00063
2.56853	-0.00005
2.57868	-0.00067
2.57868	-0.00131
2.57868	-0.00197
2.59898	-0.00171
2.61929	-0.00230
2.65990	-0.00161
2.68020	-0.00230
2.79188	-0.00239
2.88325	-0.00209
2.93401	-0.00176
3.05584	-0.00146
3.15736	-0.00102
3.20812	-0.00149
3.35025	-0.00145
3.44162	-0.00213
3.48223	-0.00179
3.61421	-0.00165
3.69543	-0.00133
3.74619	-0.00196
3.88832	-0.00145
3.95939	-0.00080
4.00000	-0.00117
4.10152	-0.00021
4.16244	0.00024
4.19289	0.00031
4.27411	-0.00014
4.33503	-0.00129
4.35533	-0.00062
4.41624	-0.00099
4.45685	-0.00136
4.47716	-0.00150
4.51777	-0.00062
4.53807	-0.00027
4.54822	-0.00033
4.58883	0.00030
4.60914	0.00080
4.61929	0.00070
4.68020	0.00010
4.75127	-0.00085
4.79188	-0.00079
