Black Body Radiation Experiment Wed, Mar 6, 2024 1:52 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	0.00197
0.02030	0.00088
0.02030	0.00013
0.02030	-0.00034
0.02030	-0.00057
0.02030	-0.00062
0.02030	-0.00054
0.03046	-0.00085
0.03046	-0.00066
0.03046	0.00059
0.03046	0.00083
0.03046	0.00073
0.03046	0.00070
0.03046	0.00017
0.07107	0.00033
0.17259	-0.00018
0.27411	-0.00050
0.34518	-0.00028
0.49746	-0.00073
0.59898	-0.00109
0.64975	-0.00027
0.78173	0.00010
0.88325	0.00000
0.92386	0.00033
1.03553	0.00051
1.12690	0.00077
1.16751	0.00127
1.26904	0.00084
1.37056	0.00130
1.42132	0.00146
1.59391	0.00179
1.71574	0.00134
1.77665	0.00159
2.02030	0.00122
2.16244	0.00167
2.22335	0.00141
2.33503	0.00176
2.37563	0.00204
2.38579	0.00186
2.39594	0.00121
2.39594	0.00076
2.39594	0.00031
2.39594	0.00010
2.39594	-0.00035
2.39594	-0.00002
2.39594	0.00039
2.40609	0.00031
2.43655	0.00023
2.48731	0.00130
2.52792	0.00163
2.62944	0.00136
2.74112	0.00074
2.78173	0.00075
2.94416	0.00115
3.06599	0.00095
3.11675	0.00135
3.26904	0.00123
3.37056	0.00152
3.40102	0.00079
3.51269	0.00071
3.60406	0.00060
3.64467	0.00068
3.74619	0.00047
3.80711	0.00033
3.84772	0.00103
3.95939	0.00146
4.04061	0.00189
4.07107	0.00165
4.11168	0.00169
4.15228	0.00264
4.17259	0.00206
4.22335	0.00181
4.28426	0.00138
4.32487	0.00107
4.45685	0.00130
4.53807	0.00123
4.56853	0.00174
4.71066	0.00195
4.81218	0.00231
4.86294	0.00208
4.99492	0.00307
5.06599	0.00357
5.09645	0.00322
5.17766	0.00322
5.22843	0.00266
5.25888	0.00240
5.38071	0.00220
5.49239	0.00142
5.55330	0.00154
5.74619	0.00151
5.89848	0.00215
5.95939	0.00334
6.15228	0.00405
6.25381	0.00432
6.31472	0.00447
6.49746	0.00477
6.61929	0.00478
6.69036	0.00474
6.83249	0.00427
6.91371	0.00473
6.95431	0.00421
7.10660	0.00422
7.19797	0.00500
7.23858	0.00481
7.35025	0.00419
7.42132	0.00290
7.46193	0.00246
7.52284	0.00206
7.57360	0.00175
7.60406	0.00214
7.68528	0.00300
7.75635	0.00395
7.80711	0.00388
7.96954	0.00448
8.07107	0.00566
8.11168	0.00557
8.22335	0.00551
8.32487	0.00492
8.36548	0.00496
8.47716	0.00369
8.54822	0.00327
8.59898	0.00364
8.71066	0.00375
8.79188	0.00359
8.85279	0.00312
9.00508	0.00336
9.08629	0.00420
9.12690	0.00452
9.26904	0.00508
9.37056	0.00552
9.41117	0.00533
9.51269	0.00529
9.60406	0.00630
9.68528	0.00670
9.77665	0.00662
9.89848	0.00619
9.95939	0.00551
10.18274	0.00574
10.33503	0.00512
10.42640	0.00471
10.59898	0.00458
10.72081	0.00456
10.76142	0.00541
10.94416	0.00619
11.07614	0.00678
11.12690	0.00697
11.29949	0.00771
11.42132	0.00729
11.46193	0.00726
11.66497	0.00674
11.74619	0.00602
11.78680	0.00560
11.87817	0.00593
11.92893	0.00611
11.94924	0.00668
11.98985	0.00628
12.03046	0.00637
12.04061	0.00645
12.09137	0.00677
12.15228	0.00692
12.17259	0.00730
12.25381	0.00763
12.30457	0.00806
12.33503	0.00814
12.43655	0.00937
12.52792	0.00908
12.60914	0.00891
12.67005	0.00813
12.71066	0.00841
12.72081	0.00815
12.78173	0.00891
12.81218	0.00895
12.82234	0.00858
12.87310	0.00874
12.91371	0.00841
12.94416	0.00846
13.06599	0.00888
13.14721	0.00918
13.17766	0.00827
13.24873	0.00795
13.30964	0.00893
13.34010	0.00882
13.46193	0.00937
13.55330	0.00998
13.57360	0.00994
13.71574	0.01045
13.82741	0.01062
13.87817	0.01086
14.04061	0.01153
14.13198	0.01207
14.19289	0.01215
14.30457	0.01212
14.39594	0.01271
14.42640	0.01262
14.52792	0.01382
14.57868	0.01489
14.63959	0.01505
14.76142	0.01548
14.84264	0.01519
14.86294	0.01483
14.99492	0.01482
15.05584	0.01475
15.08629	0.01554
15.18782	0.01505
15.23858	0.01551
15.25888	0.01640
15.29949	0.01716
15.34010	0.01778
15.35025	0.01851
15.38071	0.01849
15.43147	0.01938
15.45178	0.01954
15.52284	0.01921
15.58376	0.02004
15.61421	0.02047
15.72589	0.02066
15.80711	0.02144
15.85787	0.02252
16.05076	0.02340
16.12183	0.02492
16.16244	0.02656
16.33503	0.02841
16.43655	0.03101
16.46701	0.03256
16.60914	0.03342
16.67005	0.03513
16.73096	0.03639
16.84264	0.03824
16.89340	0.04021
16.92386	0.04183
17.08629	0.04416
17.17766	0.04747
17.24873	0.05173
17.40102	0.05545
17.48223	0.05996
17.54315	0.06357
17.65482	0.06629
17.69543	0.07060
17.74619	0.07720
17.90863	0.08184
18.07107	0.08985
18.25381	0.10327
18.62944	0.12004
18.77157	0.14760
18.94416	0.18343
19.28934	0.22480
19.44162	0.27361
19.56345	0.32528
19.73604	0.37581
19.78680	0.42655
19.82741	0.47294
19.89848	0.50841
19.92893	0.54374
19.94924	0.57803
20.05076	0.60631
20.10152	0.64364
20.15228	0.68737
20.28426	0.73448
20.36548	0.79459
20.42640	0.86266
20.56853	0.92971
20.63959	1.00698
20.70051	1.08849
20.79188	1.16546
20.83249	1.24911
20.88325	1.33472
20.99492	1.41280
21.02538	1.49661
21.06599	1.58228
21.14721	1.66225
21.19797	1.75053
21.24873	1.83838
21.36041	1.91710
21.42132	2.00489
21.48223	2.09243
21.59391	2.17065
21.64467	2.25747
21.69543	2.34531
21.81726	2.42646
21.88832	2.51146
21.96954	2.59295
22.07107	2.66465
22.13198	2.73447
22.19289	2.79394
22.28426	2.83907
22.34518	2.87838
22.36548	2.90477
22.47716	2.91922
22.54822	2.93210
22.56853	2.93411
22.63959	2.93062
22.71066	2.92281
22.74112	2.90168
22.85279	2.87477
22.93401	2.83915
22.96447	2.79254
23.09645	2.73353
23.16751	2.67226
23.16751	2.60543
23.24873	2.53306
23.30964	2.46329
23.35025	2.39257
23.36041	2.32542
23.43147	2.26219
23.46193	2.20081
23.47208	2.14520
23.50254	2.09463
23.53299	2.04396
23.54315	1.98993
23.58376	1.94583
23.62437	1.89498
23.65482	1.83296
23.73604	1.77433
23.82741	1.70503
23.85787	1.62280
23.97970	1.54101
24.06091	1.45197
24.09137	1.35458
24.22335	1.26488
24.28426	1.17258
24.31472	1.07982
24.41624	1.00075
24.47716	0.92315
24.49746	0.84827
24.56853	0.78913
24.59898	0.73208
24.60914	0.67809
24.65990	0.63548
24.71066	0.59420
24.73096	0.55347
24.79188	0.52165
24.82234	0.48987
24.83249	0.45816
24.88325	0.43292
24.91371	0.40691
24.93401	0.38104
24.97462	0.36103
25.02538	0.34026
25.04569	0.31921
25.09645	0.30112
25.14721	0.28160
25.17766	0.26025
25.27919	0.24065
25.35025	0.22017
25.40102	0.19796
25.57360	0.17738
25.65482	0.15608
25.70558	0.13596
25.83756	0.11853
25.91878	0.10213
25.95939	0.08702
26.08122	0.07550
26.15228	0.06479
26.17259	0.05624
26.27411	0.04987
26.33503	0.04430
26.37563	0.03890
26.47716	0.03551
26.53807	0.03181
26.57868	0.02889
26.69036	0.02659
26.79188	0.02432
26.84264	0.02239
26.94416	0.02151
27.03553	0.02092
27.09645	0.02036
27.24873	0.01935
27.36041	0.01935
27.40102	0.01830
27.53299	0.01783
27.64467	0.01729
27.68528	0.01678
27.81726	0.01726
27.88832	0.01671
27.92893	0.01660
28.03046	0.01650
28.08122	0.01600
28.10152	0.01512
28.18274	0.01483
28.26396	0.01550
28.29442	0.01479
28.40609	0.01454
28.48731	0.01460
28.50761	0.01470
28.62944	0.01540
28.72081	0.01469
28.75127	0.01510
28.90355	0.01432
28.99492	0.01386
29.02538	0.01351
29.14721	0.01315
29.24873	0.01350
29.28934	0.01328
29.41117	0.01247
29.49239	0.01320
29.52284	0.01380
29.59391	0.01410
29.64467	0.01431
29.68528	0.01444
29.79695	0.01445
29.88832	0.01433
29.91878	0.01406
30.04061	0.01360
