Black Body Radiation Experiment Wed, Mar 20, 2024 1:40 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01033	0.00303
0.01033	0.00246
0.01033	0.00184
0.01033	0.00118
0.01033	0.00051
0.01033	-0.00018
0.01033	-0.00087
0.01033	-0.00184
0.01033	-0.00281
0.01033	-0.00331
0.01033	-0.00311
0.01033	-0.00209
0.01033	-0.00145
0.01033	-0.00151
0.01033	-0.00145
0.01033	-0.00060
0.01033	0.00033
0.01033	-0.00039
0.01033	-0.00144
0.01033	-0.00241
0.01033	-0.00297
0.01033	-0.00320
0.01033	-0.00337
0.01033	-0.00365
0.02067	-0.00424
0.02067	-0.00439
0.03100	-0.00323
0.03100	-0.00207
0.03100	-0.00220
0.04133	-0.00293
0.07233	-0.00332
0.11366	-0.00378
0.12400	-0.00502
0.12400	-0.00584
0.14466	-0.00523
0.15500	-0.00585
0.18599	-0.00490
0.22733	-0.00425
0.25833	-0.00244
0.33066	-0.00125
0.37199	-0.00025
0.38232	0.00067
0.43399	0.00104
0.44432	0.00027
0.45465	-0.00089
0.48565	-0.00148
0.50632	-0.00076
0.51665	-0.00279
0.53732	-0.00294
0.56832	-0.00328
0.57865	-0.00329
0.65098	-0.00343
0.70264	-0.00272
0.73364	-0.00281
0.91964	-0.00292
1.09530	-0.00275
1.16763	-0.00207
1.42596	-0.00274
1.64295	-0.00240
1.72561	-0.00376
1.98394	-0.00469
2.08727	-0.00486
2.12860	-0.00512
2.20093	-0.00548
2.26293	-0.00563
2.33526	-0.00543
2.45926	-0.00489
2.53159	-0.00410
2.55225	-0.00322
2.66592	-0.00318
2.78991	-0.00203
2.84158	-0.00169
3.00691	-0.00104
3.13090	-0.00096
3.18257	-0.00049
3.46156	-0.00082
3.75088	-0.00181
3.88521	-0.00133
4.29853	-0.00262
4.55686	-0.00378
4.67052	-0.00448
4.91851	-0.00464
5.10451	-0.00526
5.15617	-0.00534
5.31117	-0.00511
5.41450	-0.00615
5.46616	-0.00533
5.60049	-0.00527
5.69349	-0.00567
5.72449	-0.00493
5.85882	-0.00486
5.98281	-0.00374
6.04481	-0.00279
6.33414	-0.00199
6.53046	-0.00186
6.63379	-0.00170
6.86112	-0.00069
6.97478	-0.00086
7.02645	-0.00012
7.22278	0.00060
7.36744	-0.00080
7.42944	-0.00115
7.57410	-0.00107
7.67743	0.00055
7.71876	0.00053
7.87376	0.00092
7.97709	0.00000
