Black Body Radiation Experiment Wed, Mar 20, 2024 1:42 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01033	-0.00061
0.01033	-0.00061
0.01033	-0.00058
0.01033	-0.00052
0.01033	-0.00042
0.01033	-0.00026
0.01033	-0.00004
0.02067	0.00076
0.02067	0.00131
0.02067	0.00095
0.02067	0.00130
0.02067	0.00087
0.02067	0.00013
0.02067	-0.00018
0.02067	0.00044
0.02067	0.00062
0.02067	-0.00011
0.02067	-0.00005
0.02067	-0.00044
0.02067	0.00071
0.03100	0.00058
0.05167	-0.00001
0.10333	-0.00033
0.15500	-0.00092
0.18599	-0.00013
0.21699	0.00009
0.23766	0.00043
0.33066	-0.00060
0.40299	-0.00020
0.42365	0.00072
0.46499	0.00050
0.49598	0.00239
0.50632	0.00193
0.56832	0.00250
0.61998	0.00230
0.64065	0.00248
0.70264	0.00212
0.72331	0.00175
0.74398	0.00121
0.81631	0.00027
0.86797	0.00043
0.89897	0.00071
0.98164	0.00133
1.03330	0.00261
1.04363	0.00160
1.08497	0.00148
1.12630	0.00145
1.14696	0.00097
1.23996	0.00105
1.33296	0.00194
1.37429	0.00112
1.54995	0.00039
1.66361	0.00059
1.69461	0.00156
1.83928	0.00184
1.93227	0.00203
1.96327	0.00226
2.11827	0.00263
2.21126	0.00398
2.24226	0.00239
2.32493	0.00232
2.39726	0.00222
2.41792	0.00204
2.53159	0.00207
2.60392	0.00151
2.62459	0.00203
2.68658	0.00201
2.71758	0.00174
2.73825	0.00216
2.83125	0.00199
2.90358	0.00104
2.93458	-0.00076
3.02757	-0.00125
3.08957	0.00007
3.12057	0.00073
3.20323	0.00159
3.27556	0.00139
3.29623	0.00264
3.40989	0.00264
3.51322	0.00268
3.56489	0.00291
3.66822	0.00192
3.75088	0.00146
3.79222	0.00097
3.93688	0.00111
4.05054	0.00164
4.10221	0.00092
4.18487	0.00068
4.23654	0.00048
4.25720	0.00055
4.31920	0.00087
4.35020	0.00077
4.37086	0.00165
4.43286	0.00130
4.46386	0.00302
4.47419	0.00241
4.51553	0.00287
4.55686	0.00240
4.57752	0.00217
4.72219	0.00221
4.75319	0.00161
4.77385	0.00131
4.80485	0.00186
4.81518	0.00185
4.81518	0.00227
4.82552	0.00230
4.82552	0.00336
4.83585	0.00280
4.84618	0.00280
4.88751	0.00206
4.93918	0.00154
4.95985	0.00064
5.05284	-0.00068
5.09418	-0.00008
5.11484	-0.00002
5.17684	-0.00018
5.22850	0.00033
5.25950	0.00115
5.33183	0.00172
5.35250	0.00230
5.35250	0.00140
5.37317	0.00027
5.44550	-0.00035
5.49716	-0.00172
5.52816	-0.00209
5.59016	-0.00196
5.61083	-0.00229
5.63149	-0.00241
5.72449	-0.00175
5.79682	-0.00327
5.82782	-0.00288
5.96215	-0.00275
6.02415	-0.00306
6.04481	-0.00318
6.14814	-0.00292
6.22047	-0.00175
6.24114	-0.00059
6.29280	0.00074
6.33414	0.00069
6.34447	0.00082
6.38580	-0.00009
6.41680	-0.00120
6.43747	-0.00127
6.50980	-0.00121
6.58213	-0.00125
6.62346	-0.00088
6.74746	-0.00062
6.79912	0.00126
6.81979	0.00084
6.92312	0.00151
6.98512	0.00001
7.00578	-0.00024
7.07811	-0.00133
7.14011	-0.00098
7.18144	-0.00099
7.32611	0.00052
7.40877	0.00025
7.45010	0.00131
7.57410	0.00194
7.68776	0.00288
7.73943	0.00203
7.90475	0.00164
7.98742	0.00107
8.03908	0.00022
8.21474	0.00042
8.33874	0.00093
8.41107	0.00119
8.53507	0.00101
8.60740	0.00053
8.64873	0.00074
8.71073	0.00046
8.73140	0.00008
8.74173	-0.00096
8.81406	-0.00194
8.85539	-0.00168
8.88639	-0.00216
8.94839	-0.00086
9.01039	-0.00116
9.05172	-0.00047
9.16538	0.00029
9.22738	0.00129
9.25838	0.00175
9.37204	0.00191
9.43404	0.00241
9.46504	0.00213
9.56837	0.00139
9.64070	0.00174
9.66137	0.00171
9.75436	0.00195
9.85769	0.00098
9.94036	0.00149
10.21935	0.00075
10.38468	0.00080
10.44668	0.00023
10.63267	0.00009
10.77733	0.00068
10.81866	0.00046
10.99433	0.00097
11.10799	0.00089
11.15965	0.00138
11.26298	0.00166
11.30432	0.00135
11.32498	0.00104
11.34565	0.00016
11.36631	0.00098
11.37665	-0.00026
11.46964	0.00002
11.52131	0.00122
11.54197	0.00119
11.62464	0.00190
11.69697	0.00103
11.72797	0.00250
11.83130	0.00290
11.89330	0.00245
11.92430	0.00168
12.01729	0.00113
12.09996	0.00158
12.14129	0.00014
12.32728	-0.00022
12.50294	0.00073
12.56494	0.00038
12.78194	0.00065
12.89560	0.00101
12.93693	0.00231
13.07126	0.00259
13.17459	0.00205
13.22626	0.00268
13.32959	0.00311
13.38125	0.00315
13.40192	0.00285
13.48458	0.00333
13.51558	0.00445
13.53625	0.00395
13.68091	0.00426
13.78424	0.00510
13.81524	0.00470
13.93923	0.00476
14.04256	0.00456
14.10456	0.00501
14.30089	0.00443
14.44555	0.00259
14.50755	0.00317
14.66254	0.00296
14.77621	0.00197
14.81754	0.00096
14.95187	0.00047
15.03453	-0.00037
15.05520	-0.00050
15.18953	-0.00005
15.29286	0.00008
15.33419	0.00039
15.44785	0.00124
15.53052	0.00154
15.57185	0.00285
15.72684	0.00304
15.81984	0.00183
15.87151	0.00228
15.99550	0.00101
16.09883	0.00075
16.15050	0.00124
16.36749	0.00132
16.48115	0.00078
16.53282	0.00115
16.68781	0.00128
16.80148	0.00011
16.84281	0.00002
16.96681	-0.00050
16.98747	-0.00023
16.99781	0.00038
17.10114	0.00034
17.17347	0.00111
17.20447	0.00154
17.30780	0.00096
17.41113	0.00084
17.45246	0.00097
17.57645	0.00060
17.66945	-0.00129
17.71078	-0.00065
17.84511	-0.00096
17.92778	0.00069
17.95878	0.00036
18.07244	0.00115
18.15510	0.00085
18.19643	0.00126
18.31010	0.00116
18.42376	0.00208
18.49609	0.00200
18.70275	0.00152
18.77508	0.00042
18.78542	0.00185
18.86808	0.00131
18.95074	0.00181
18.99208	0.00111
19.11607	0.00108
19.22974	0.00013
19.31240	0.00128
19.55006	0.00232
19.72572	0.00234
19.84972	0.00298
20.13904	0.00245
20.25270	0.00283
20.28370	0.00281
20.43870	0.00195
20.52136	0.00206
20.56269	0.00188
20.66602	0.00253
20.74869	0.00266
20.77969	0.00446
20.87268	0.00550
20.97602	0.00661
20.99668	0.00736
21.10001	0.00637
21.16201	0.00656
21.19301	0.00637
21.26534	0.00688
21.34800	0.00774
21.38934	0.00761
21.55466	0.00884
21.67866	0.00959
21.74066	0.01170
21.97832	0.01286
22.11265	0.01459
22.17464	0.01760
22.32964	0.01982
22.44330	0.02285
22.54663	0.02679
22.70163	0.03060
22.79463	0.03548
22.83596	0.03928
22.98062	0.04525
23.03228	0.05155
23.06328	0.05952
23.19761	0.06641
23.24928	0.07510
23.26994	0.08545
23.35261	0.09442
23.41461	0.10554
23.48694	0.11839
23.61093	0.13227
23.68326	0.14900
23.74526	0.16659
23.93126	0.18397
24.00359	0.20176
24.05525	0.21939
24.19991	0.23374
24.26191	0.24624
24.32391	0.25672
24.40658	0.26338
24.44791	0.26782
24.48924	0.26896
24.57190	0.26924
24.61324	0.26829
24.63390	0.26610
24.68557	0.26249
24.71657	0.25857
24.72690	0.25418
24.76823	0.24946
24.77856	0.24481
24.77856	0.24166
24.84056	0.23559
24.90256	0.23062
24.94389	0.22355
24.96456	0.21694
25.06789	0.20948
25.12989	0.20248
25.16089	0.19329
25.23322	0.18318
25.28488	0.17354
25.30555	0.16470
25.36755	0.15629
25.40888	0.14825
25.41921	0.13946
25.47088	0.13267
25.49154	0.12586
25.50187	0.11930
25.55354	0.11418
25.60520	0.10910
25.62587	0.10309
25.68787	0.09915
25.73953	0.09472
25.77053	0.09064
25.85320	0.08540
25.91519	0.07920
25.94619	0.07202
26.08052	0.06599
26.17352	0.06015
26.21485	0.05421
26.31818	0.04994
26.38018	0.04501
26.41118	0.04187
26.49384	0.03968
26.55584	0.03652
26.59717	0.03391
26.71084	0.03108
26.81417	0.02797
26.85550	0.02537
27.03116	0.02416
27.16549	0.02301
27.19649	0.02151
27.39282	0.02023
27.51681	0.01853
27.57881	0.01830
27.69247	0.01782
27.79580	0.01662
27.83714	0.01625
27.96113	0.01587
28.05413	0.01495
28.09546	0.01478
28.20912	0.01371
28.29179	0.01316
28.34345	0.01142
28.48811	0.01025
28.58111	0.00917
28.64311	0.00843
28.77744	0.00834
28.87044	0.00825
28.91177	0.00777
29.05643	0.00701
29.13909	0.00724
29.19076	0.00664
29.30442	0.00659
29.38709	0.00812
29.41809	0.00798
29.52142	0.00848
29.59375	0.00995
29.62475	0.00983
29.75908	0.01069
29.83141	0.01081
29.87274	0.01019
29.98640	0.01037
30.07940	0.00974
30.13106	0.00920
30.28606	0.00944
30.37906	0.00908
30.41006	0.00751
30.46172	0.00736
30.63738	0.00694
30.73038	0.00565
30.93704	0.00461
31.08170	0.00373
31.13337	0.00383
31.30903	0.00344
31.41236	0.00262
31.46402	0.00322
31.59835	0.00316
31.66035	0.00267
31.69135	0.00243
31.78435	0.00236
31.82568	0.00229
31.83601	0.00210
31.88768	0.00120
31.89801	0.00203
31.90834	0.00266
31.91868	0.00299
31.94967	0.00390
31.96001	0.00378
31.99101	0.00439
32.02201	0.00525
32.05300	0.00522
32.14600	0.00536
32.19767	0.00561
32.22867	0.00567
32.36299	0.00507
32.45599	0.00486
32.49732	0.00484
32.59032	0.00445
32.65232	0.00371
32.68332	0.00324
32.77632	0.00405
32.81765	0.00347
32.83831	0.00362
32.90031	0.00444
32.95198	0.00488
33.00364	0.00538
