Black Body Radiation Experiment Wed, Mar 20, 2024 2:18 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01033	-0.00201
0.01033	-0.00078
0.01033	-0.00003
0.01033	0.00034
0.01033	0.00042
0.01033	0.00030
0.01033	0.00008
0.01033	-0.00017
0.01033	0.00060
0.01033	0.00125
0.01033	-0.00015
0.01033	-0.00089
0.01033	-0.00141
0.02067	-0.00116
0.02067	-0.00170
0.02067	-0.00168
0.03100	-0.00250
0.10333	-0.00201
0.21699	-0.00182
0.25833	-0.00048
0.41332	0.00102
0.48565	0.00060
0.51665	0.00084
0.55798	0.00100
0.61998	0.00106
0.67165	0.00046
0.95064	-0.00046
1.12630	-0.00022
1.17796	-0.00079
1.25029	-0.00110
1.26063	-0.00141
1.26063	-0.00142
1.27096	-0.00179
1.27096	-0.00163
1.27096	-0.00032
1.27096	0.00007
1.27096	0.00140
1.27096	0.00183
1.28129	0.00321
1.29163	0.00418
1.33296	0.00430
1.38462	0.00372
1.47762	0.00439
1.54995	0.00333
1.59128	0.00247
1.83928	0.00163
2.03560	0.00159
2.10793	0.00134
2.22160	0.00173
2.28360	0.00141
2.30426	0.00188
2.35593	0.00207
2.36626	0.00144
2.36626	0.00172
2.37659	0.00268
2.37659	0.00130
2.37659	0.00047
2.37659	0.00034
2.37659	-0.00075
2.37659	-0.00106
2.37659	-0.00080
2.38693	-0.00138
2.42826	-0.00047
2.49026	0.00086
2.52126	0.00032
2.56259	0.00089
2.60392	0.00206
2.67625	0.00156
2.73825	0.00128
2.76925	0.00181
2.80025	-0.00010
2.91391	-0.00040
3.00691	-0.00054
3.05857	-0.00174
3.18257	-0.00196
3.21357	-0.00186
3.23423	-0.00290
3.30656	-0.00308
3.36856	-0.00149
3.40989	-0.00127
3.59589	-0.00142
3.73022	-0.00039
3.79222	-0.00100
3.92654	-0.00010
3.99888	0.00025
4.05054	0.00048
4.13320	0.00032
4.20554	0.00044
4.23654	-0.00032
4.35020	-0.00134
4.41220	-0.00052
4.43286	-0.00083
4.47419	-0.00080
4.51553	-0.00081
4.53619	-0.00028
4.58786	0.00144
4.66019	0.00119
4.68085	0.00262
