Black Body Radiation Experiment Wed, Mar 13, 2024 8:28 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	-0.00493
0.01015	-0.00196
0.01015	0.00001
0.02030	0.00116
0.02030	0.00164
0.02030	0.00162
0.02030	0.00126
0.02030	0.00083
0.02030	0.00038
0.02030	-0.00001
0.02030	-0.00000
0.03046	0.00047
0.03046	0.00116
0.03046	0.00169
0.03046	0.00214
0.03046	0.00264
0.03046	0.00323
0.03046	0.00322
0.03046	0.00312
0.03046	0.00311
0.05076	0.00277
0.13198	0.00241
0.26396	0.00232
0.33503	0.00251
0.48731	0.00246
0.57868	0.00211
0.61929	0.00179
0.75127	0.00161
0.82234	0.00146
0.86294	0.00113
0.98477	0.00115
1.06599	0.00150
1.11675	0.00167
1.20812	0.00196
1.28934	0.00209
1.32995	0.00234
1.47208	0.00213
1.57360	0.00196
1.62437	0.00184
1.78680	0.00179
1.89848	0.00175
1.95939	0.00192
2.13198	0.00216
2.23350	0.00239
2.31472	0.00246
2.44670	0.00259
2.50761	0.00254
2.53807	0.00285
2.67005	0.00289
2.76142	0.00342
2.80203	0.00418
2.95431	0.00508
3.05584	0.00608
3.10660	0.00726
3.27919	0.00808
3.40102	0.00858
3.46193	0.00853
3.66497	0.00821
3.79695	0.00759
3.86802	0.00693
4.09137	0.00601
4.21320	0.00551
4.29442	0.00521
4.40609	0.00499
4.48731	0.00505
4.51777	0.00507
4.63959	0.00497
4.73096	0.00474
4.77157	0.00432
4.92386	0.00406
5.00508	0.00380
5.04569	0.00336
5.13706	0.00304
5.21827	0.00308
5.24873	0.00330
5.39086	0.00343
5.48223	0.00362
5.52284	0.00346
5.62437	0.00348
5.71574	0.00347
5.75635	0.00362
5.88832	0.00359
5.96954	0.00330
6.02030	0.00286
6.17259	0.00266
6.26396	0.00269
6.30457	0.00286
6.41624	0.00306
6.50761	0.00345
6.56853	0.00372
6.74112	0.00413
6.84264	0.00443
6.89340	0.00459
7.06599	0.00421
7.20812	0.00359
7.28934	0.00319
7.49239	0.00278
7.63452	0.00246
7.70558	0.00250
7.91878	0.00288
8.05076	0.00380
8.11168	0.00470
8.30457	0.00576
8.41624	0.00690
8.47716	0.00760
8.61929	0.00780
8.71066	0.00781
8.75127	0.00768
8.84264	0.00704
8.90355	0.00623
8.94416	0.00575
9.08629	0.00543
9.19797	0.00557
9.24873	0.00563
9.42132	0.00604
9.53299	0.00653
9.59391	0.00670
9.80711	0.00673
9.90863	0.00693
9.97970	0.00686
10.12183	0.00666
10.21320	0.00642
10.26396	0.00610
10.37563	0.00569
10.45685	0.00549
10.47716	0.00498
10.56853	0.00483
10.67005	0.00483
10.71066	0.00530
10.84264	0.00596
10.93401	0.00702
10.96447	0.00802
11.09645	0.00904
11.18782	0.00989
11.22843	0.01034
11.42132	0.01069
11.53299	0.01075
11.58376	0.01011
11.71574	0.00963
11.83756	0.00939
11.87817	0.00953
12.02030	0.00957
12.10152	0.00974
12.13198	0.00973
12.26396	0.00995
12.35533	0.01035
12.39594	0.01076
12.51777	0.01112
12.59898	0.01137
12.62944	0.01145
12.74112	0.01206
12.83249	0.01293
12.87310	0.01393
12.97462	0.01456
13.04569	0.01479
13.07614	0.01441
13.23858	0.01414
13.30964	0.01356
13.34010	0.01279
13.45178	0.01204
13.53299	0.01146
13.55330	0.01117
13.63452	0.01148
13.71574	0.01215
13.76650	0.01301
13.93909	0.01361
14.06091	0.01432
14.18274	0.01491
14.36548	0.01592
14.49746	0.01692
14.54822	0.01811
14.69036	0.01924
14.79188	0.02004
14.83249	0.02066
14.94416	0.02117
15.02538	0.02153
15.06599	0.02146
15.21827	0.02125
15.28934	0.02142
15.31980	0.02140
15.45178	0.02176
15.53299	0.02219
15.56345	0.02280
15.71574	0.02337
15.78680	0.02370
15.83756	0.02419
16.03046	0.02510
16.13198	0.02599
16.16244	0.02698
16.27411	0.02821
16.37563	0.02976
16.41624	0.03105
16.56853	0.03247
16.62944	0.03377
16.65990	0.03546
16.80203	0.03722
16.90355	0.03883
16.94416	0.04086
17.04569	0.04319
17.09645	0.04546
17.13706	0.04803
17.28934	0.05081
17.38071	0.05405
17.45178	0.05759
17.56345	0.06157
17.65482	0.06632
17.74619	0.07212
17.87817	0.07858
17.95939	0.08555
18.03046	0.09328
18.21320	0.10134
18.28426	0.10949
18.34518	0.11778
18.47716	0.12673
18.54822	0.13636
18.58883	0.14768
18.75127	0.16139
18.83249	0.17809
18.92386	0.19825
19.14721	0.22252
19.25888	0.25036
19.34010	0.28125
19.44162	0.31477
19.50254	0.34963
19.55330	0.38521
19.64467	0.42100
19.69543	0.45583
19.74619	0.49013
19.83756	0.52307
19.86802	0.55366
19.90863	0.58213
19.97970	0.60876
20.00000	0.63283
20.02030	0.65482
20.06091	0.67579
20.07107	0.69559
20.08122	0.71519
20.12183	0.73515
20.14213	0.75579
20.17259	0.77754
20.20305	0.79967
20.23350	0.82125
20.25381	0.84243
20.28426	0.86324
20.29442	0.88319
20.31472	0.90248
20.35533	0.92158
20.36548	0.94017
20.37563	0.95856
20.42640	0.97687
20.44670	0.99532
20.45685	1.01356
20.47716	1.03107
20.49746	1.04780
20.51777	1.06410
20.54822	1.08021
20.55838	1.09648
20.55838	1.11332
20.57868	1.13106
20.59898	1.14985
20.61929	1.16979
20.65990	1.19069
20.70051	1.21271
20.72081	1.23475
20.73096	1.25649
20.76142	1.27787
20.77157	1.29831
20.78173	1.31722
20.81218	1.33498
20.81218	1.35170
20.82234	1.36723
20.86294	1.38256
20.88325	1.39824
20.88325	1.41435
20.90355	1.43186
20.93401	1.45056
20.95431	1.47116
20.97462	1.49357
21.02538	1.51752
21.05584	1.54203
21.06599	1.56724
21.12690	1.59319
21.15736	1.61855
21.15736	1.64389
21.20812	1.66870
21.22843	1.69185
21.24873	1.71351
21.25888	1.73322
21.26904	1.75112
21.27919	1.76689
21.27919	1.78080
21.30964	1.79345
21.32995	1.80643
21.35025	1.82050
21.35025	1.83611
21.41117	1.85471
21.45178	1.87584
21.51269	1.89906
21.57360	1.92430
21.62437	1.95058
21.66497	1.97685
21.70558	2.00159
