Black Body Radiation Experiment Wed, Mar 13, 2024 8:26 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	-0.00392
0.01015	-0.00301
0.01015	-0.00195
0.01015	-0.00084
0.01015	0.00025
0.01015	0.00122
0.01015	0.00200
0.01015	0.00190
0.01015	0.00194
0.02030	0.00241
0.02030	0.00173
0.07107	0.00034
0.12183	-0.00003
0.38579	0.00074
0.47716	-0.00082
0.50761	-0.00161
0.62944	-0.00042
0.75127	-0.00055
0.79188	-0.00114
0.95431	-0.00186
1.04569	-0.00044
1.08629	-0.00017
1.17766	0.00016
1.22843	0.00031
1.24873	0.00064
1.37056	0.00066
1.48223	0.00145
1.53299	0.00207
1.71574	0.00223
1.83756	0.00121
1.91878	0.00086
2.21320	0.00127
2.41624	0.00133
2.50761	0.00156
2.72081	0.00107
2.87310	0.00033
2.92386	0.00114
3.09645	0.00064
3.23858	0.00191
3.29949	0.00150
3.49239	0.00142
3.64467	0.00159
3.79695	0.00292
4.06091	0.00353
4.22335	0.00418
4.28426	0.00532
4.42640	0.00456
4.55838	0.00436
4.60914	0.00559
4.78173	0.00509
4.92386	0.00501
4.97462	0.00435
5.16751	0.00414
5.30964	0.00403
5.37056	0.00352
5.55330	0.00365
5.68528	0.00438
5.74619	0.00336
5.92893	0.00425
6.07107	0.00526
6.15228	0.00596
6.41624	0.00570
6.56853	0.00528
6.72081	0.00546
6.94416	0.00623
7.08629	0.00562
7.22843	0.00564
7.43147	0.00672
7.54315	0.00625
7.61421	0.00667
7.84772	0.00881
8.04061	0.00953
8.08122	0.00930
8.28426	0.00896
8.41624	0.00822
8.47716	0.00792
8.72081	0.00748
8.84264	0.00661
8.89340	0.00637
9.10660	0.00672
9.23858	0.00708
9.30964	0.00801
9.52284	0.00932
9.63452	0.01060
9.72589	0.01131
9.91878	0.01117
10.07107	0.01044
10.30457	0.01025
10.40609	0.00957
10.46701	0.00993
10.63959	0.00943
10.80203	0.01015
10.87310	0.00925
11.08629	0.00908
11.22843	0.01041
11.29949	0.01096
11.49239	0.01147
11.63452	0.01168
11.82741	0.01211
11.94924	0.01140
12.00000	0.01233
12.23350	0.01247
12.36548	0.01220
12.41624	0.01066
12.62944	0.00960
12.76142	0.00982
12.82234	0.01019
12.97462	0.01042
13.11675	0.01076
13.17766	0.00975
13.36041	0.00906
13.49239	0.00944
13.55330	0.01049
13.70558	0.01066
13.80711	0.01111
13.86802	0.01067
14.04061	0.01180
14.15228	0.01304
14.19289	0.01326
14.40609	0.01401
14.51777	0.01355
14.56853	0.01372
14.67005	0.01415
14.75127	0.01470
14.79188	0.01460
14.91371	0.01523
15.01523	0.01428
15.10660	0.01380
15.25888	0.01452
15.36041	0.01462
15.41117	0.01506
15.56345	0.01717
15.67513	0.01905
15.83756	0.02047
15.94924	0.02191
16.01015	0.02223
16.22335	0.02382
16.32487	0.02436
16.43655	0.02379
16.60914	0.02510
16.71066	0.02661
16.77157	0.02847
17.01523	0.03095
17.15736	0.03489
17.21827	0.03840
17.51269	0.04228
17.63452	0.04703
17.74619	0.05076
17.91878	0.05678
18.03046	0.06172
18.08122	0.06814
18.31472	0.07865
18.42640	0.08842
18.67005	0.10458
18.82234	0.12583
19.10660	0.15044
19.27919	0.18395
19.42132	0.22595
19.71574	0.27110
19.84772	0.32572
19.96954	0.38744
20.18274	0.44677
20.28426	0.51402
20.35533	0.58581
20.48731	0.65180
20.55838	0.72565
20.62944	0.79984
20.76142	0.86704
20.82234	0.93692
20.87310	1.00298
20.96447	1.06159
21.00508	1.12075
21.04569	1.17466
21.09645	1.21881
21.13706	1.26677
21.17766	1.31047
21.24873	1.34583
21.26904	1.38570
21.28934	1.42197
21.35025	1.45088
21.39086	1.47997
21.40102	1.50946
21.46193	1.53299
21.49239	1.55750
21.51269	1.58280
21.57360	1.60346
21.60406	1.62648
21.62437	1.64811
21.66497	1.66774
21.67513	1.68621
21.67513	1.70279
21.73604	1.71776
21.76650	1.73299
21.78680	1.74776
21.79695	1.76019
21.85787	1.77238
21.88832	1.78550
21.89848	1.79401
21.93909	1.80370
21.94924	1.81232
21.96954	1.81924
22.01015	1.82465
22.04061	1.83000
22.05076	1.83586
22.09137	1.83965
22.10152	1.84367
22.12183	1.84704
22.16244	1.84963
22.18274	1.85196
22.19289	1.85293
22.21320	1.85344
22.25381	1.85342
22.26396	1.85144
22.29442	1.85041
22.32487	1.84775
22.33503	1.84382
22.38579	1.83917
22.41624	1.83370
22.42640	1.82765
22.45685	1.82300
22.47716	1.81708
22.48731	1.81039
22.51777	1.80460
22.54822	1.79850
22.55838	1.79075
22.59898	1.78325
22.62944	1.77448
22.63959	1.76495
22.68020	1.75607
22.72081	1.74490
22.73096	1.73235
22.75127	1.72063
22.79188	1.70765
22.80203	1.69392
22.82234	1.68133
22.84264	1.67041
22.85279	1.66017
22.86294	1.64904
22.87310	1.64113
22.87310	1.63274
22.91371	1.62322
22.95431	1.61250
22.98477	1.60010
23.00508	1.58465
23.06599	1.56815
23.09645	1.54765
23.11675	1.52328
23.18782	1.49985
23.23858	1.47175
23.26904	1.44027
23.29949	1.41303
23.32995	1.38340
23.34010	1.35433
23.38071	1.32893
23.42132	1.30394
23.43147	1.27393
23.48223	1.25034
23.53299	1.22247
23.55330	1.19042
23.62437	1.15995
