Black Body Radiation Experiment Wed, Mar 13, 2024 8:02 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	0.00059
0.01015	0.00050
0.01015	0.00031
0.01015	0.00004
0.01015	-0.00023
0.01015	-0.00047
0.01015	-0.00063
0.01015	-0.00052
0.01015	-0.00042
0.01015	0.00084
0.01015	0.00143
0.01015	0.00101
0.01015	0.00107
0.01015	0.00168
0.01015	0.00160
0.01015	0.00183
0.01015	0.00187
0.01015	0.00168
0.01015	0.00266
0.01015	0.00300
0.01015	0.00310
0.01015	0.00346
0.01015	0.00351
0.01015	0.00329
0.01015	0.00291
0.01015	0.00282
0.01015	0.00257
0.01015	0.00249
0.03046	0.00198
0.09137	0.00176
0.18274	0.00256
0.23350	0.00245
0.38579	0.00219
0.46701	0.00214
0.50761	0.00279
0.57868	0.00299
0.60914	0.00256
0.61929	0.00283
0.65990	0.00277
0.70051	0.00255
0.72081	0.00268
0.77157	0.00258
0.81218	0.00310
0.84264	0.00266
0.93401	0.00177
1.00508	0.00134
1.05584	0.00104
1.20812	0.00064
1.25888	0.00043
1.27919	0.00084
1.38071	0.00092
1.45178	0.00115
1.47208	0.00232
1.55330	0.00235
1.62437	0.00332
1.66497	0.00289
1.75635	0.00270
1.83756	0.00258
1.87817	0.00206
2.02030	0.00256
2.12183	0.00233
2.16244	0.00317
2.29442	0.00292
2.39594	0.00331
2.44670	0.00424
2.54822	0.00470
2.61929	0.00504
2.65990	0.00564
2.80203	0.00551
2.89340	0.00530
2.92386	0.00451
3.01523	0.00401
3.07614	0.00337
3.10660	0.00358
3.24873	0.00315
3.34010	0.00293
3.37056	0.00331
3.50254	0.00409
3.61421	0.00454
3.65482	0.00543
3.77665	0.00579
3.85787	0.00627
3.89848	0.00631
4.01015	0.00587
4.08122	0.00594
4.11168	0.00580
4.17259	0.00576
4.21320	0.00540
4.22335	0.00539
4.30457	0.00588
4.36548	0.00597
4.39594	0.00592
4.48731	0.00612
4.52792	0.00601
4.53807	0.00631
4.57868	0.00599
4.61929	0.00569
4.63959	0.00552
4.72081	0.00520
4.77157	0.00533
4.80203	0.00533
4.90355	0.00555
4.97462	0.00541
5.00508	0.00550
5.10660	0.00591
5.20812	0.00608
5.25888	0.00685
5.43147	0.00737
5.53299	0.00709
5.58376	0.00749
5.81726	0.00735
5.94924	0.00783
6.02030	0.00818
6.22335	0.00789
6.36548	0.00794
6.42640	0.00840
6.56853	0.00870
6.67005	0.00847
6.72081	0.00884
6.85279	0.00896
6.93401	0.00771
6.96447	0.00766
7.06599	0.00705
7.13706	0.00694
7.16751	0.00700
7.27919	0.00689
7.36041	0.00713
7.40102	0.00759
7.61421	0.00786
7.72589	0.00835
7.77665	0.00848
7.93909	0.00866
8.07107	0.00831
8.14213	0.00838
8.29442	0.00827
8.40609	0.00845
8.44670	0.00856
8.56853	0.00918
8.64975	0.00970
8.68020	0.00994
8.77157	0.01015
8.84264	0.01036
8.88325	0.01062
9.02538	0.01089
9.11675	0.01044
9.20812	0.00972
9.34010	0.00982
9.44162	0.00983
9.48223	0.00992
9.63452	0.00979
9.70558	0.00973
9.76650	0.00936
10.04061	0.00929
10.22335	0.00903
10.30457	0.00901
10.43655	0.00908
10.53807	0.00874
10.56853	0.00929
10.65990	0.00995
10.73096	0.01011
10.76142	0.00988
10.86294	0.00936
10.94416	0.00965
11.00508	0.00931
11.09645	0.00978
11.15736	0.00939
11.17766	0.00970
11.26904	0.01044
11.32995	0.01067
11.36041	0.01115
11.49239	0.01179
11.58376	0.01161
11.62437	0.01163
11.75635	0.01179
11.83756	0.01220
11.87817	0.01225
12.02030	0.01215
12.09137	0.01138
12.15228	0.01117
12.28426	0.01094
12.34518	0.01090
12.38579	0.01092
12.38579	0.01098
12.38579	0.01071
12.38579	0.01110
12.40609	0.01135
12.43655	0.01049
12.49746	0.00998
12.54822	0.00935
12.56853	0.00941
12.62944	0.00865
12.69036	0.00860
12.72081	0.00852
12.84264	0.00909
12.92386	0.00842
12.95431	0.00881
13.04569	0.00919
13.11675	0.00948
13.15736	0.00839
13.25888	0.00980
13.31980	0.01009
13.36041	0.01063
13.46193	0.01063
13.55330	0.01103
13.58376	0.01118
13.69543	0.01178
13.77665	0.01111
13.87817	0.01166
14.07107	0.01167
14.17259	0.01120
14.23350	0.01058
14.41624	0.01100
14.51777	0.01043
14.55838	0.01010
14.67005	0.01042
14.74112	0.01052
14.77157	0.01058
14.84264	0.01127
14.90355	0.01216
14.93401	0.01301
15.04569	0.01304
15.12690	0.01311
15.16751	0.01361
15.28934	0.01341
15.38071	0.01329
15.43147	0.01298
15.55330	0.01344
15.64467	0.01337
