Black Body Radiation Experiment Wed, Mar 13, 2024 8:16 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	-0.00219
0.01015	-0.00067
0.01015	0.00022
0.01015	0.00060
0.01015	0.00061
0.01015	0.00037
0.01015	-0.00000
0.01015	0.00032
0.01015	0.00052
0.01015	0.00022
0.01015	-0.00062
0.01015	-0.00125
0.01015	-0.00129
0.02030	-0.00152
0.03046	-0.00197
0.14213	-0.00225
0.29442	-0.00207
0.36548	-0.00159
0.60914	-0.00145
0.73096	-0.00035
0.79188	-0.00005
0.91371	0.00032
0.99492	0.00031
1.03553	0.00070
1.13706	0.00099
1.16751	0.00072
1.20812	0.00059
1.29949	0.00083
1.38071	0.00157
1.41117	0.00172
1.51269	0.00128
1.60406	0.00087
1.64467	0.00049
1.78680	0.00066
1.87817	0.00069
1.91878	0.00125
2.08122	0.00193
2.19289	0.00265
2.26396	0.00350
2.39594	0.00442
2.48731	0.00478
2.51777	0.00459
2.67005	0.00410
2.73096	0.00265
2.76142	0.00259
2.85279	0.00237
2.91371	0.00257
2.93401	0.00284
2.99492	0.00328
3.02538	0.00371
3.02538	0.00383
3.06599	0.00432
3.08629	0.00419
3.13706	0.00497
3.15736	0.00483
3.16751	0.00490
3.21827	0.00563
3.26904	0.00570
3.28934	0.00601
3.38071	0.00574
3.49239	0.00595
3.62437	0.00579
3.82741	0.00555
3.93909	0.00534
3.98985	0.00498
4.14213	0.00543
4.21320	0.00499
4.24365	0.00502
4.36548	0.00482
4.45685	0.00501
4.49746	0.00491
4.60914	0.00460
4.69036	0.00486
4.71066	0.00537
4.81218	0.00544
4.87310	0.00505
4.90355	0.00479
5.01523	0.00483
5.10660	0.00512
5.13706	0.00498
5.26904	0.00480
5.37056	0.00518
5.41117	0.00575
5.55330	0.00570
5.65482	0.00591
5.70558	0.00651
5.85787	0.00633
5.96954	0.00627
6.01015	0.00599
6.17259	0.00611
6.27411	0.00630
6.32487	0.00622
6.49746	0.00608
6.60914	0.00637
6.64975	0.00686
6.82234	0.00677
6.94416	0.00644
7.02538	0.00691
7.27919	0.00709
7.44162	0.00658
7.53299	0.00645
7.81726	0.00677
7.98985	0.00718
8.08122	0.00780
8.27411	0.00788
8.37563	0.00836
8.42640	0.00825
8.55838	0.00873
8.61929	0.00854
8.64975	0.00833
8.74112	0.00818
8.83249	0.00722
8.88325	0.00721
9.02538	0.00663
9.09645	0.00622
9.13706	0.00621
9.28934	0.00611
9.41117	0.00614
9.46193	0.00642
9.61421	0.00639
9.75635	0.00617
9.80711	0.00560
10.01015	0.00583
10.13198	0.00518
10.19289	0.00580
10.28426	0.00522
10.36548	0.00523
10.37563	0.00551
10.46701	0.00561
10.52792	0.00539
10.54822	0.00555
10.61929	0.00486
10.68020	0.00507
10.70051	0.00519
10.78173	0.00517
10.85279	0.00500
10.89340	0.00582
11.00508	0.00526
11.07614	0.00546
11.10660	0.00554
11.22843	0.00593
11.31980	0.00554
11.36041	0.00572
11.49239	0.00591
11.58376	0.00639
11.60406	0.00732
11.72589	0.00717
11.79695	0.00669
11.82741	0.00661
11.89848	0.00582
11.91878	0.00563
11.91878	0.00491
11.95939	0.00502
11.98985	0.00454
12.01015	0.00474
12.02030	0.00468
12.08122	0.00516
12.13198	0.00548
12.15228	0.00513
12.24365	0.00442
12.34518	0.00458
12.38579	0.00453
12.50761	0.00457
12.57868	0.00414
12.60914	0.00428
12.67005	0.00430
12.69036	0.00423
12.70051	0.00419
12.74112	0.00460
12.78173	0.00393
12.79188	0.00418
12.85279	0.00406
12.92386	0.00411
12.95431	0.00380
13.07614	0.00412
13.18782	0.00437
13.23858	0.00450
13.39086	0.00507
13.54315	0.00518
13.61421	0.00598
13.78680	0.00648
13.89848	0.00654
13.94924	0.00738
14.09137	0.00746
14.15228	0.00643
14.18274	0.00622
14.28426	0.00633
14.34518	0.00567
14.36548	0.00607
14.44670	0.00574
14.49746	0.00605
14.52792	0.00612
14.60914	0.00587
14.68020	0.00630
14.72081	0.00670
14.87310	0.00749
14.96447	0.00743
14.99492	0.00841
15.11675	0.00870
15.18782	0.00862
15.22843	0.00938
15.29949	0.00880
15.37056	0.00922
15.42132	0.00919
15.50254	0.00899
15.55330	0.00921
15.56345	0.00890
15.61421	0.00943
15.67513	0.00978
15.70558	0.01035
15.80711	0.01058
15.87817	0.01066
15.90863	0.01162
16.03046	0.01199
16.10152	0.01318
16.17259	0.01484
16.35533	0.01567
16.44670	0.01705
16.48731	0.01765
16.68020	0.01869
16.80203	0.02026
16.86294	0.02183
17.05584	0.02343
17.13706	0.02513
17.17766	0.02725
17.27919	0.02868
17.32995	0.03151
17.38071	0.03374
17.51269	0.03573
17.61421	0.03834
17.65482	0.04068
17.83756	0.04344
17.91878	0.04722
18.00000	0.05225
18.18274	0.05759
18.24365	0.06387
18.31472	0.07118
18.43655	0.07877
18.51777	0.08819
18.57868	0.09734
18.73096	0.10671
18.78173	0.11745
18.83249	0.12925
18.93401	0.14051
19.00508	0.15425
19.07614	0.17011
19.19797	0.18506
19.23858	0.20152
19.27919	0.21876
19.37056	0.23504
19.41117	0.25333
19.43147	0.27191
19.52284	0.29068
19.58376	0.31278
19.64467	0.33620
19.73604	0.35728
19.79695	0.38107
19.82741	0.40535
19.85787	0.42622
19.87817	0.44930
19.91878	0.47218
20.03046	0.49382
20.08122	0.52092
20.14213	0.55274
20.23350	0.58767
20.30457	0.62953
20.38579	0.67356
20.47716	0.71537
20.50761	0.75676
20.51777	0.79648
20.51777	0.82842
20.52792	0.85752
20.54822	0.88168
20.59898	0.89883
20.60914	0.91704
20.61929	0.93503
20.64975	0.95133
20.68020	0.97182
20.69036	0.99399
20.75127	1.01367
20.78173	1.03725
20.82234	1.06537
20.89340	1.09302
20.94416	1.12662
20.99492	1.16379
21.06599	1.20050
21.11675	1.23888
21.14721	1.27578
21.16751	1.30843
21.16751	1.33682
21.16751	1.35875
21.16751	1.37204
21.16751	1.38339
21.16751	1.38836
21.16751	1.39310
21.19797	1.40301
21.24873	1.41427
21.28934	1.42940
21.30964	1.45018
21.43147	1.47380
21.46193	1.50065
21.47208	1.52852
21.54315	1.55579
