Black Body Radiation Experiment Wed, Mar 6, 2024 1:33 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.37106
0.00000	-0.37363
0.00000	-0.37299
0.00000	-0.37090
0.00000	-0.37460
0.00000	-0.37379
0.00000	-0.37379
0.00000	-0.37251
0.00000	-0.37476
0.00000	-0.36913
0.00000	-0.37074
0.00000	-0.37138
0.00000	-0.37363
0.00000	-0.37074
0.00000	-0.37122
0.00000	-0.37428
0.00000	-0.36896
0.00000	-0.37106
0.00000	-0.37508
0.00000	-0.37508
0.00000	-0.36880
0.00000	-0.37234
0.00000	-0.37540
0.00000	-0.37331
0.00000	-0.37750
0.00000	-0.37379
0.00000	-0.37894
0.00000	-0.37460
0.00000	-0.37218
0.00000	-0.37041
0.00000	-0.36993
0.00000	-0.36816
0.00000	-0.37122
0.00000	-0.37202
0.00000	-0.37090
0.00000	-0.37251
0.00000	-0.36848
0.00000	-0.37251
0.00000	-0.37122
0.00000	-0.36896
0.00000	-0.37170
0.00000	-0.37041
0.00000	-0.37524
0.00000	-0.37202
0.00000	-0.36977
0.00000	-0.37138
0.00000	-0.37009
0.00000	-0.37218
0.00000	-0.37170
0.00000	-0.36607
0.00000	-0.37234
0.00000	-0.37170
0.00000	-0.37444
0.00000	-0.37267
0.00000	-0.37331
0.00000	-0.37315
0.00000	-0.37283
0.00000	-0.37412
0.00000	-0.37315
0.00000	-0.37395
0.00000	-0.37234
0.00000	-0.37444
0.00000	-0.37331
0.00000	-0.37379
0.00000	-0.37605
0.00000	-0.37218
0.00000	-0.37154
0.00000	-0.37492
0.00000	-0.37283
0.00000	-0.37476
0.00000	-0.37218
0.00000	-0.37331
0.00000	-0.37830
0.00000	-0.37621
0.00000	-0.37186
0.00000	-0.37412
0.00000	-0.37186
0.01015	-0.37556
0.01015	-0.37234
0.01015	-0.37862
0.01015	-0.37653
0.01015	-0.37605
0.01015	-0.37234
0.01015	-0.37428
0.01015	-0.37637
0.01015	-0.37460
0.01015	-0.36880
0.01015	-0.37315
0.02030	-0.37476
0.02030	-0.37041
0.02030	-0.37830
0.02030	-0.37428
0.02030	-0.36913
0.02030	-0.36800
0.02030	-0.37138
0.02030	-0.36961
0.02030	-0.37524
0.03046	-0.37057
0.03046	-0.37057
0.03046	-0.37363
0.03046	-0.37138
0.05076	-0.37154
0.13198	-0.37589
0.28426	-0.37750
0.37563	-0.37138
0.65990	-0.37492
0.90355	-0.37444
1.15736	-0.37444
1.27919	-0.37363
1.39086	-0.37621
1.43147	-0.37460
1.46193	-0.37299
1.49239	-0.37218
1.55330	-0.37251
1.60406	-0.37218
1.68528	-0.37234
1.75635	-0.37251
1.81726	-0.37492
1.96954	-0.37605
2.07107	-0.37283
2.13198	-0.37412
