Black Body Radiation Experiment Wed, Mar 13, 2024 7:45 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.01015	-0.00851
0.01015	-0.00152
0.01015	0.00273
0.01015	0.00471
0.01015	0.00487
0.01015	0.00369
0.01015	0.00163
0.01015	-0.00027
0.01015	-0.00281
0.01015	-0.00453
0.01015	-0.00422
0.01015	-0.00441
0.01015	-0.00532
0.01015	-0.00484
0.01015	-0.00434
0.02030	-0.00377
0.02030	-0.00212
0.02030	-0.00025
0.02030	0.00175
0.02030	0.00394
0.02030	0.00574
0.02030	0.00623
0.02030	0.00699
0.02030	0.00590
0.03046	0.00315
0.03046	0.00201
0.03046	0.00078
0.03046	0.00093
0.03046	-0.00081
0.03046	-0.00006
0.03046	0.00010
0.05076	0.00150
0.07107	0.00088
0.12183	0.00079
0.14213	0.00091
0.23350	0.00107
0.28426	0.00048
0.30457	-0.00040
0.37563	0.00056
0.42640	0.00101
0.44670	0.00053
0.49746	0.00212
0.51777	0.00147
0.52792	0.00158
0.56853	0.00014
0.60914	-0.00025
0.62944	-0.00065
0.71066	-0.00135
0.76142	-0.00261
0.80203	-0.00417
0.91371	-0.00445
0.99492	-0.00458
1.04569	-0.00261
1.19797	-0.00141
1.23858	-0.00148
1.25888	-0.00065
1.34010	-0.00058
1.39086	-0.00048
1.42132	-0.00071
1.50254	-0.00127
1.56345	-0.00180
1.58376	-0.00225
1.65482	-0.00322
1.70558	-0.00421
1.72589	-0.00300
1.79695	-0.00335
1.85787	-0.00329
1.88832	-0.00278
1.97970	-0.00166
2.03046	-0.00057
2.05076	-0.00157
2.12183	-0.00072
2.17259	-0.00067
2.20305	0.00030
2.29442	-0.00144
2.37563	-0.00168
2.40609	-0.00123
2.52792	-0.00131
2.59898	-0.00053
2.63959	0.00044
2.74112	0.00194
2.80203	0.00150
2.83249	0.00013
2.95431	0.00016
3.04569	-0.00057
3.09645	-0.00059
3.26904	-0.00194
3.40102	-0.00150
3.49239	-0.00294
3.73604	-0.00200
3.87817	-0.00096
3.96954	-0.00128
4.20305	-0.00044
4.27411	-0.00101
4.31472	-0.00119
4.41624	-0.00108
4.49746	-0.00070
4.52792	0.00113
4.60914	0.00169
4.67005	0.00245
4.69036	0.00183
4.75127	0.00380
4.78173	0.00314
4.81218	0.00253
4.89340	0.00289
4.97462	0.00240
5.00508	0.00050
5.10660	0.00055
5.18782	0.00122
5.22843	0.00366
5.35025	0.00329
5.45178	0.00325
5.50254	0.00247
5.66497	0.00256
5.76650	0.00343
5.83756	0.00307
5.97970	0.00218
6.06091	0.00354
6.10152	0.00224
6.22335	0.00446
6.28426	0.00499
6.31472	0.00720
6.41624	0.00699
6.51777	0.00757
6.56853	0.00731
6.75127	0.00717
6.86294	0.00822
6.93401	0.00734
7.08629	0.00687
7.16751	0.00605
7.21827	0.00406
7.38071	0.00515
7.46193	0.00484
7.50254	0.00513
7.66497	0.00448
7.77665	0.00599
7.83756	0.00535
8.04061	0.00622
8.14213	0.00777
8.21320	0.00840
8.35533	0.00700
8.42640	0.00496
8.46701	0.00489
8.58883	0.00525
8.67005	0.00465
8.70051	0.00250
8.81218	0.00250
8.89340	0.00448
8.93401	0.00468
9.08629	0.00541
9.18782	0.00568
9.24873	0.00483
9.37056	0.00528
9.44162	0.00563
9.48223	0.00640
9.62437	0.00544
9.71574	0.00675
9.75635	0.00656
9.83756	0.00741
9.85787	0.00809
9.87817	0.00842
9.94924	0.00620
10.03046	0.00566
10.07107	0.00455
10.16244	0.00485
10.21320	0.00418
10.23350	0.00431
10.32487	0.00414
10.39594	0.00519
10.43655	0.00599
10.55838	0.00687
10.67005	0.00602
10.71066	0.00657
10.88325	0.00482
10.98477	0.00689
11.02538	0.00607
11.14721	0.00628
11.23858	0.00631
11.27919	0.00660
11.40102	0.00657
11.49239	0.00701
11.52284	0.00894
11.63452	0.00947
11.71574	0.00821
11.75635	0.00826
11.88832	0.00615
11.98985	0.00812
12.05076	0.00685
12.22335	0.00789
12.34518	0.00725
12.39594	0.00616
12.54822	0.00543
12.64975	0.00678
12.69036	0.00668
12.85279	0.00725
12.91371	0.00881
12.94416	0.00981
13.04569	0.01068
13.11675	0.01256
13.15736	0.01232
13.27919	0.01276
13.36041	0.01067
13.47208	0.00888
13.61421	0.00670
13.68528	0.00711
13.72589	0.00509
13.84772	0.00585
13.93909	0.00891
13.97970	0.00940
